1226,No information error,خطای عدم وجود اطلاعات,5/14/2022,24/02/1401
1227,Reduction of amperage,کاهش آمپراژ,5/14/2022,24/02/1401
1228,Design Commission,کمسیون طرح,5/14/2022,24/02/1401
1229,Branch cable,کابل انشعاب,5/14/2022,24/02/1401
1230,Return of branching point,بازگشت وجه انشعاب,5/15/2022,25/02/1401
1231,Record,ثبت,5/15/2022,25/02/1401
1232,Branching fee collection,جمع آوری هزینه انشعاب,5/15/2022,25/02/1401
1233,Failure to register an application,عدم ثبت درخواست,5/15/2022,25/02/1401
1234,purchase request,درخواست خرید,5/15/2022,25/02/1401
1235,commission,کمیسون,5/15/2022,25/02/1401
1236,Failure to register the national code,عدم ثبت کد ملی,5/15/2022,25/02/1401
1237,agreement,توافق نامه,5/15/2022,25/02/1401
1238,Return of branching point,بازگشت وجه انشعاب,5/15/2022,25/02/1401
1239,Error creating record,خطای ایجاد سابقه,5/15/2022,25/02/1401
1240,Failure to register the national code,عدم ثبت کد ملی,5/15/2022,25/02/1401
1241,Installation submission error,خطای ارسال نصب,5/16/2022,26/02/1401
1242,Branch cost modification,اصلاح هزینه انشعاب,5/16/2022,26/02/1401
1243,Installation submission error,خطای ارسال نصب,5/16/2022,26/02/1401
1244,Meter installation,نصب کنتور,5/16/2022,26/02/1401
1245,Request power changes,تغییرات قدرت درخواست,5/16/2022,26/02/1401
1246,Reduction of amperage,کاهش آمپراژ,5/16/2022,26/02/1401
1247,Purchase confirmation,تایید خرید,5/17/2022,27/02/1401
1248,Changes,تغییرات,5/17/2022,27/02/1401
1249,Request to change the requested branch name,درخواست تغییر نام انشعاب درخواستی,5/17/2022,27/02/1401
1250,Failure to record amperage increase,عدم ثبت افزایش آمپراژ,5/17/2022,27/02/1401
1251,Failure to register an application,عدم ثبت درخواست,5/17/2022,27/02/1401
1252,displacement,جابه جایی,5/17/2022,27/02/1401
1253,Branch fee approval,تایید هزینه انشعاب,5/17/2022,27/02/1401
1254,No information error,خطای عدم وجود اطلاعات,5/17/2022,27/02/1401
1255,agreement,توافق نامه,5/17/2022,27/02/1401
1256,Branch cost modification,اصلاح هزینه انشعاب,5/18/2022,28/02/1401
1257,Application Number,شماره درخواست,5/18/2022,28/02/1401
1258,Branch fee approval,تایید هزینه انشعاب,5/18/2022,28/02/1401
1259,Reduction of amperage,کاهش آمپراژ,5/18/2022,28/02/1401
1260,Representative registration,ثبت نماینده,5/18/2022,28/02/1401
1261,displacement,جابه جایی,5/18/2022,28/02/1401
1262,agreement,توافق نامه,5/21/2022,31/02/1401
1263, Modify the receipt,اصلاح فیش ,5/21/2022,31/02/1401
1264,agreement,توافق نامه,5/21/2022,31/02/1401
1265,Change in request,تغییر در درخواست,5/21/2022,31/02/1401
1266,Branching fee collection,جمع آوری هزینه انشعاب,5/21/2022,31/02/1401
1267,Lack of meter inventory,عدم موجودی کنتور,5/22/2022,01/03/1401
1268,Counter payment return,بازگشت وجه کنتور,5/22/2022,01/03/1401
1269,Change in request,تغییر در درخواست,5/22/2022,01/03/1401
1270,name change,تغییر نام,5/22/2022,01/03/1401
1271,Branch cost modification,اصلاح هزینه انشعاب,5/23/2022,02/03/1401
1272,Change the name of the branch,تغییر نام انشعاب,5/23/2022,02/03/1401
1273,Return from the purchase of the meter,بازگشت از خرید کنتور,5/23/2022,02/03/1401
1274,Cable assignment,اختصاص کابل,5/23/2022,02/03/1401
1275,Replacement of equipment,تعویض لوازم,5/23/2022,02/03/1401
1276, Collect,جمع آوری ,5/23/2022,02/03/1401
1277,Rename request,تغییر نام درخواست,5/23/2022,02/03/1401
1278,Phone error,خطای تلفن,5/23/2022,02/03/1401
1279,Branching somewhere,جا به جایی انشعاب,5/23/2022,02/03/1401
1280,Exemption from payment of branching fee,معافیت در پرداخت هزینه انشعاب,5/24/2022,03/03/1401
1281,Return of branching point,بازگشت وجه انشعاب,5/24/2022,03/03/1401
1282,Request to change the requested branch name,درخواست تغییر نام انشعاب درخواستی,5/24/2022,03/03/1401
1283,Branch fee slip,فیش هزینه انشعاب,5/24/2022,03/03/1401
1284,Branching somewhere,جا به جایی انشعاب,5/24/2022,03/03/1401
1285,Purchase confirmation,تایید خرید,5/24/2022,03/03/1401
1286,Registration of exemption,ثبت معافیت,5/24/2022,03/03/1401
1287,Branch installation,نصب انشعاب,5/24/2022,03/03/1401
1288,Confirmation of meter purchase,تایید خرید کنتور,5/24/2022,03/03/1401
1289,Installation submission error,خطای ارسال نصب,5/24/2022,03/03/1401
1290,Purchase confirmation request,درخواست تایید خرید,5/24/2022,03/03/1401
1291,Return from the purchase of the meter,بازگشت از خرید کنتور,5/25/2022,04/03/1401
1292,Branch cable,کابل انشعاب,5/25/2022,04/03/1401
1293,applying for,درخواست,5/25/2022,04/03/1401
1294,Unable to send to installation,عدم امکان ارسال به نصب,5/25/2022,04/03/1401
1295,Branch cost modification,اصلاح هزینه انشعاب,5/25/2022,04/03/1401
1296,Branch fee approval,تایید هزینه انشعاب,5/25/2022,04/03/1401
1297,Purchase confirmation,تایید خرید,5/25/2022,04/03/1401
1298,Branch cost modification,اصلاح هزینه انشعاب,5/25/2022,04/03/1401
1299,Reduction of amperage,کاهش آمپراژ,5/25/2022,04/03/1401
1300,Change in request,تغییر در درخواست,5/25/2022,04/03/1401
1301,Failure to register an application,عدم ثبت درخواست,5/28/2022,07/03/1401
1302,Change the name of the branch,تغییر نام انشعاب,5/29/2022,08/03/1401
1303,Impossibility of creating a record,عدم امکان ایجاد سابقه,5/29/2022,08/03/1401
1304,meter,کنتور,5/29/2022,08/03/1401
1305,Error creating record,خطای ایجاد سابقه,5/29/2022,08/03/1401
1306,Request to change the requested branch name,درخواست تغییر نام انشعاب درخواستی,5/29/2022,08/03/1401
1307,Increment error,خطای افزایش,5/29/2022,08/03/1401
1308,Commission change,تغیییر کمیسیون,5/30/2022,09/03/1401
1309,Send direct link,ارسال لینک مستقیم,5/30/2022,09/03/1401
1310,Purchased meter,کنتور خریداری شده,5/30/2022,09/03/1401
1311,Company commitment applicant,متقاضی تعهد شرکت,5/30/2022,09/03/1401
1312,commission,کمیسون,5/30/2022,09/03/1401
1313,purchase request,درخواست خرید,5/31/2022,10/03/1401
1314,purchase request,درخواست خرید,5/31/2022,10/03/1401
1315, Collect,جمع آوری ,5/31/2022,10/03/1401
1316,Failure to record amperage increase,عدم ثبت افزایش آمپراژ,5/31/2022,10/03/1401
1317,Return of branching point,بازگشت وجه انشعاب,5/31/2022,10/03/1401
1318,Collect request,جمع آوری درخواست,5/31/2022,10/03/1401
1319,Purchase confirmation request,درخواست تایید خرید,5/31/2022,10/03/1401
1320,Company commitment applicant,متقاضی تعهد شرکت,5/31/2022,10/03/1401
1321,Request power changes,تغییرات قدرت درخواست,6/1/2022,11/03/1401
1322,Branching somewhere,جا به جایی انشعاب,6/1/2022,11/03/1401
1323,Commission,کمیسیون,6/1/2022,11/03/1401
1324,purchase request,درخواست خرید,6/1/2022,11/03/1401
1325,Failure to register an application,عدم ثبت درخواست,6/1/2022,11/03/1401
1326,Meter installation,نصب کنتور,6/1/2022,11/03/1401
1327,Branch cost modification,اصلاح هزینه انشعاب,6/1/2022,11/03/1401
1328,Counter payment return,بازگشت وجه کنتور,6/1/2022,11/03/1401
1329,Phone error,خطای تلفن,6/6/2022,16/03/1401
1330,Change of name in branch application,تغییر نام در درخواست انشعاب,6/6/2022,16/03/1401
1331,Design Commission,کمسیون طرح,6/6/2022,16/03/1401
1332,Unable to send to installation,عدم امکان ارسال به نصب,6/6/2022,16/03/1401
1333,Buy a meter,خرید کنتور,6/6/2022,16/03/1401
1334,Branch fee slip,فیش هزینه انشعاب,6/6/2022,16/03/1401
1335,Commission change,تغیییر کمیسیون,6/6/2022,16/03/1401
1336,agreement,توافق نامه,6/7/2022,17/03/1401
1337,Increase amperage,افزایش آمپراژ,6/7/2022,17/03/1401
1338,Failure to display the purchased meter,عدم نمایش کنتور خریداری شده,6/7/2022,17/03/1401
1339,Purchase confirmation request,درخواست تایید خرید,6/7/2022,17/03/1401
1340,Meter fee return,بازگشت هزینه کنتور,6/7/2022,17/03/1401
1341,Approval of meter exemption,تایید معافیت کنتور,6/7/2022,17/03/1401
1342,Approval of exemption,تایید معافیت,6/7/2022,17/03/1401
1343,Request changes,تغییرات درخواست,6/7/2022,17/03/1401
1344,Failure to display the purchased meter,عدم نمایش کنتور خریداری شده,6/8/2022,18/03/1401
1345,Commission change,تغیییر کمیسیون,6/8/2022,18/03/1401
1346,Request changes,تغییرات درخواست,6/8/2022,18/03/1401
1347,Lack of meter inventory,عدم موجودی کنتور,6/8/2022,18/03/1401
1348,Record,ثبت,6/8/2022,18/03/1401
1349,Exemption,معافیت,6/11/2022,21/03/1401
1350, Collect,جمع آوری ,6/11/2022,21/03/1401
1351,Approval of exemption,تایید معافیت,6/11/2022,21/03/1401
1352,Change of name in branch application,تغییر نام در درخواست انشعاب,6/11/2022,21/03/1401
1353,Increment error,خطای افزایش,6/11/2022,21/03/1401
1354,Collect request,جمع آوری درخواست,6/11/2022,21/03/1401
1355,Branch installation,نصب انشعاب,6/11/2022,21/03/1401
1356,Purchased meter,کنتور خریداری شده,6/11/2022,21/03/1401
1357,Direct purchase applicant,متقاضی خرید مستقیم,6/12/2022,22/03/1401
1358,Branching somewhere,جا به جایی انشعاب,6/12/2022,22/03/1401
1359,Name change request,درخواست تغییر نام,6/12/2022,22/03/1401
1360,Branch,انشعاب,6/12/2022,22/03/1401
1361,Change of representative,تغییر نماینده,6/12/2022,22/03/1401
1362,Inventory of the district,موجودی ناحیه,6/13/2022,23/03/1401
1363,Request to change the requested branch name,درخواست تغییر نام انشعاب درخواستی,6/13/2022,23/03/1401
1364,Design Commission,کمسیون طرح,6/13/2022,23/03/1401
1365,Branching somewhere,جا به جایی انشعاب,6/13/2022,23/03/1401
1366,Failure to register an application,عدم ثبت درخواست,6/13/2022,23/03/1401
1367, Collect,جمع آوری ,6/13/2022,23/03/1401
1368,Increase amperage,افزایش آمپراژ,6/13/2022,23/03/1401
1369,Rename request,تغییر نام درخواست,6/14/2022,24/03/1401
1370,Branch fee slip,فیش هزینه انشعاب,6/14/2022,24/03/1401
1371,Branch cable,کابل انشعاب,6/14/2022,24/03/1401
1372,Representative registration,ثبت نماینده,6/14/2022,24/03/1401
1373,No change in the contractor,عدم تغییر در پیمانکار,6/14/2022,24/03/1401
1374,Cable assignment,اختصاص کابل,6/14/2022,24/03/1401
1375,Rename request,تغییر نام درخواست,6/14/2022,24/03/1401
1376,Cable assignment,اختصاص کابل,6/15/2022,25/03/1401
1377,Failure to register an application,عدم ثبت درخواست,6/15/2022,25/03/1401
1378,No meter,عدم وجود کنتور,6/18/2022,28/03/1401
1379,Branch cable,کابل انشعاب,6/18/2022,28/03/1401
1380,Approval of meter exemption,تایید معافیت کنتور,6/18/2022,28/03/1401
1381,Commission change,تغیییر کمیسیون,6/18/2022,28/03/1401
1382, Modify the receipt,اصلاح فیش ,6/18/2022,28/03/1401
1383,Request changes,تغییرات درخواست,6/19/2022,29/03/1401
1384,Commission,کمیسیون,6/19/2022,29/03/1401
1385,Equipment price,قیمت تجهیزات,6/19/2022,29/03/1401
1386,Record error,خطای ثبت سابقه,6/19/2022,29/03/1401
1387,Request power changes,تغییرات قدرت درخواست,6/19/2022,29/03/1401
1388,Application Number,شماره درخواست,6/19/2022,29/03/1401
1389,Request to change the requested branch name,درخواست تغییر نام انشعاب درخواستی,6/20/2022,30/03/1401
1390,Lack of meter inventory,عدم موجودی کنتور,6/20/2022,30/03/1401
1391,Failure to register the national application code,عدم ثبت کد ملی درخواست,6/20/2022,30/03/1401
1392,Delete request,حذف درخواست,6/20/2022,30/03/1401
1393,Return from the purchase of the meter,بازگشت از خرید کنتور,6/20/2022,30/03/1401
1394,Request changes,تغییرات درخواست,6/20/2022,30/03/1401
1395,My age system,سامانه سنم,6/21/2022,31/03/1401
1396,change phone,تغییر تلفن,6/21/2022,31/03/1401
1397,Branch,انشعاب,6/21/2022,31/03/1401
1398,No information error,خطای عدم وجود اطلاعات,6/21/2022,31/03/1401
1399,Moving equipment,جابه جایی تجهیزات,6/21/2022,31/03/1401
1400,the receipt,فیش,6/22/2022,01/04/1401
1401,Request changes,تغییرات درخواست,6/22/2022,01/04/1401
1402,applying for,درخواست,6/22/2022,01/04/1401
1403,No meter,عدم وجود کنتور,6/22/2022,01/04/1401
1404,Failure to register the national code,عدم ثبت کد ملی,6/25/2022,04/04/1401
1405,Failure to record amperage increase,عدم ثبت افزایش آمپراژ,6/25/2022,04/04/1401
1406,Failure to register equipment information,عدم ثبت اطلاعات تجهیز,6/25/2022,04/04/1401
1407,name change,تغییر نام,6/25/2022,04/04/1401
1408,No change in the contractor,عدم تغییر در پیمانکار,6/25/2022,04/04/1401
1409,name change,تغییر نام,6/25/2022,04/04/1401
1410, Modify the receipt,اصلاح فیش ,6/25/2022,04/04/1401
1411,displacement,جابه جایی,6/25/2022,04/04/1401
1412,Approval of meter exemption,تایید معافیت کنتور,6/25/2022,04/04/1401
1413,Installation submission error,خطای ارسال نصب,6/25/2022,04/04/1401
1414,Direct purchase link,لینک خرید مستقیم,6/26/2022,05/04/1401
1415,Request changes,تغییرات درخواست,6/26/2022,05/04/1401
1416,Commission change,تغیییر کمیسیون,6/26/2022,05/04/1401
1417,Counter payment return,بازگشت وجه کنتور,6/26/2022,05/04/1401
1418,Buy a meter,خرید کنتور,6/26/2022,05/04/1401
1419,Request for exemption in direct purchase,درخواست معافیت در خرید مستقیم,6/26/2022,05/04/1401
1420,Buy a meter,خرید کنتور,6/26/2022,05/04/1401
1421,Branch installation,نصب انشعاب,6/26/2022,05/04/1401
1422,commission,کمیسون,6/26/2022,05/04/1401
1423,Failure to register an application,عدم ثبت درخواست,6/27/2022,06/04/1401
1424,purchase request,درخواست خرید,6/27/2022,06/04/1401
1425,Collect,جمع آوری,6/27/2022,06/04/1401
1426,Failure to record amperage increase,عدم ثبت افزایش آمپراژ,6/27/2022,06/04/1401
1427,Direct purchase exemption,معافیت خرید مستقیم,6/27/2022,06/04/1401
1428,Inventory of the district,موجودی ناحیه,6/28/2022,07/04/1401
1429,Application Number,شماره درخواست,6/28/2022,07/04/1401
1430,Registration of exemption,ثبت معافیت,6/28/2022,07/04/1401
1431,Change in request,تغییر در درخواست,6/28/2022,07/04/1401
1432,Inventory of the district,موجودی ناحیه,6/29/2022,08/04/1401
1433,Cable assignment,اختصاص کابل,6/29/2022,08/04/1401
1434,Change phone number,تغییر شماره تلفن,6/29/2022,08/04/1401
1435,Branching fee collection,جمع آوری هزینه انشعاب,6/29/2022,08/04/1401
1436,Change phone number,تغییر شماره تلفن,6/29/2022,08/04/1401
1437,Wrong national code,کد ملی اشتباه,6/29/2022,08/04/1401
1438,Impossibility of creating a record,عدم امکان ایجاد سابقه,7/2/2022,11/04/1401
1439,Phone error,خطای تلفن,7/2/2022,11/04/1401
1440,Counter payment return,بازگشت وجه کنتور,7/2/2022,11/04/1401
1441,name change,تغییر نام,7/2/2022,11/04/1401
1442,Request for exemption in direct purchase,درخواست معافیت در خرید مستقیم,7/2/2022,11/04/1401
1443,Company commitment applicant,متقاضی تعهد شرکت,7/2/2022,11/04/1401
1444,Change the name of the branch,تغییر نام انشعاب,7/2/2022,11/04/1401
1445,purchase request,درخواست خرید,7/3/2022,12/04/1401
1446,Change phone number,تغییر شماره تلفن,7/3/2022,12/04/1401
1447, Collect,جمع آوری ,7/3/2022,12/04/1401
1448,Name change request,درخواست تغییر نام,7/3/2022,12/04/1401
1449,Change phone number,تغییر شماره تلفن,7/3/2022,12/04/1401
1450,Branching fee collection,جمع آوری هزینه انشعاب,7/3/2022,12/04/1401
1451,Company commitment applicant,متقاضی تعهد شرکت,7/3/2022,12/04/1401
1452,Return of branching point,بازگشت وجه انشعاب,7/3/2022,12/04/1401
1453,Failure to record amperage increase,عدم ثبت افزایش آمپراژ,7/3/2022,12/04/1401
1454,Return of branching point,بازگشت وجه انشعاب,7/3/2022,12/04/1401
1455,Branch cable,کابل انشعاب,7/3/2022,12/04/1401
1456,Power changes,تغییرات قدرت,7/3/2022,12/04/1401
1457,Request error,خطا درخواست,7/3/2022,12/04/1401
1458,Cable request,درخواست کابل,7/3/2022,12/04/1401
1459,File request,بایگانی درخواست,7/3/2022,12/04/1401
1460,Phone error,خطای تلفن,7/4/2022,13/04/1401
1461,File request,بایگانی درخواست,7/4/2022,13/04/1401
1462,Lack of meter inventory,عدم موجودی کنتور,7/4/2022,13/04/1401
1463,Reduction of amperage,کاهش آمپراژ,7/4/2022,13/04/1401
1464,It is not possible to send a link,عدم امکان ارسال لینک,7/4/2022,13/04/1401
1465,Inventory of the district,موجودی ناحیه,7/4/2022,13/04/1401
1466,Installation request,نصب درخواست,7/4/2022,13/04/1401
1467,purchase request,درخواست خرید,7/4/2022,13/04/1401
1468,Registration of exemption,ثبت معافیت,7/5/2022,14/04/1401
1469,Return from the purchase of the meter,بازگشت از خرید کنتور,7/5/2022,14/04/1401
1470,Commission change,تغیییر کمیسیون,7/5/2022,14/04/1401
1471,Counter payment return,بازگشت وجه کنتور,7/5/2022,14/04/1401
1472,Purchase confirmation request,درخواست تایید خرید,7/5/2022,14/04/1401
1473,It is not possible to send a link,عدم امکان ارسال لینک,7/6/2022,15/04/1401
1474,Failure to register equipment information,عدم ثبت اطلاعات تجهیز,7/6/2022,15/04/1401
1475,name change,تغییر نام,7/6/2022,15/04/1401
1476,No information error,خطای عدم وجود اطلاعات,7/9/2022,18/04/1401
1477,Exemption,معافیت,7/9/2022,18/04/1401
1478,Equipment price,قیمت تجهیزات,7/9/2022,18/04/1401
1479,Request changes,تغییرات درخواست,7/9/2022,18/04/1401
1480,Name change request,درخواست تغییر نام,7/9/2022,18/04/1401
1481,Increase amperage,افزایش آمپراژ,7/9/2022,18/04/1401
1482,File request,بایگانی درخواست,7/9/2022,18/04/1401
1483,No information error,خطای عدم وجود اطلاعات,7/9/2022,18/04/1401
1484,Branch cost modification,اصلاح هزینه انشعاب,7/9/2022,18/04/1401
1485,Increase amperage,افزایش آمپراژ,7/9/2022,18/04/1401
1486,Purchased meter,کنتور خریداری شده,7/11/2022,20/04/1401
1487,Direct purchase link,لینک خرید مستقیم,7/11/2022,20/04/1401
1488,Direct purchase applicant,متقاضی خرید مستقیم,7/11/2022,20/04/1401
1489,Failure to record amperage increase,عدم ثبت افزایش آمپراژ,7/11/2022,20/04/1401
1490,Failure to register equipment information,عدم ثبت اطلاعات تجهیز,7/11/2022,20/04/1401
1491,Cable request,درخواست کابل,7/11/2022,20/04/1401
1492,Record,ثبت,7/11/2022,20/04/1401
1493,Changing the national code,تغییر کد ملی,7/11/2022,20/04/1401
1494,Increment error,خطای افزایش,7/12/2022,21/04/1401
1495,Unable to send to installation,عدم امکان ارسال به نصب,7/12/2022,21/04/1401
1496,No change in the contractor,عدم تغییر در پیمانکار,7/12/2022,21/04/1401
1497,Registration of exemption,ثبت معافیت,7/12/2022,21/04/1401
1498,It is not possible to change the request,عدم امکان تغییر درخواست,7/12/2022,21/04/1401
1499,Branch cable,کابل انشعاب,7/12/2022,21/04/1401
1500,Branch installation,نصب انشعاب,7/12/2022,21/04/1401
1501,Collect,جمع آوری,7/12/2022,21/04/1401
1502,Error creating record,خطای ایجاد سابقه,7/13/2022,22/04/1401
1503,Branch cable,کابل انشعاب,7/13/2022,22/04/1401
1504,Direct purchase applicant,متقاضی خرید مستقیم,7/13/2022,22/04/1401
1505,Failure to register the national code,عدم ثبت کد ملی,7/15/2022,24/04/1401
1506,Branching somewhere,جا به جایی انشعاب,7/15/2022,24/04/1401
1507,agreement,توافق نامه,7/15/2022,24/04/1401
1508,Return from the purchase of the meter,بازگشت از خرید کنتور,7/15/2022,24/04/1401
1509,Failure to register equipment information,عدم ثبت اطلاعات تجهیز,7/15/2022,24/04/1401
1510,Exemption from payment of branching fee,معافیت در پرداخت هزینه انشعاب,7/15/2022,24/04/1401
1511,Request to change the requested branch name,درخواست تغییر نام انشعاب درخواستی,7/15/2022,24/04/1401
1512,Increment error,خطای افزایش,7/15/2022,24/04/1401
1513,Phone error,خطای تلفن,7/16/2022,25/04/1401
1514,Changes,تغییرات,7/16/2022,25/04/1401
1515,My age system,سامانه سنم,7/16/2022,25/04/1401
1516,It is not possible to send a link,عدم امکان ارسال لینک,7/16/2022,25/04/1401
1517,Buy a meter,خرید کنتور,7/16/2022,25/04/1401
1518, Collect,جمع آوری ,7/17/2022,26/04/1401
1519,Increase amperage,افزایش آمپراژ,7/17/2022,26/04/1401
1520,Purchase confirmation request,درخواست تایید خرید,7/17/2022,26/04/1401
1521,It is not possible to register a replacement request,عدم امکان ثبت درخواست تعویض,7/19/2022,28/04/1401
1522,National code error,خطای کد ملی,7/19/2022,28/04/1401
1523,Design Commission,کمسیون طرح,7/19/2022,28/04/1401
1524,Direct purchase applicant,متقاضی خرید مستقیم,7/19/2022,28/04/1401
1525,Moving equipment,جابه جایی تجهیزات,7/19/2022,28/04/1401
1526,displacement,جابه جایی,7/19/2022,28/04/1401
1527,Installation submission error,خطای ارسال نصب,7/19/2022,28/04/1401
1528,Unable to send to installation,عدم امکان ارسال به نصب,7/19/2022,28/04/1401
1529,Change phone number,تغییر شماره تلفن,7/19/2022,28/04/1401
1530,No meter,عدم وجود کنتور,7/20/2022,29/04/1401
1531,Branch cost modification,اصلاح هزینه انشعاب,7/20/2022,29/04/1401
1532,Moving equipment,جابه جایی تجهیزات,7/20/2022,29/04/1401
1533,File request,بایگانی درخواست,7/20/2022,29/04/1401
1534,Collect request,جمع آوری درخواست,7/20/2022,29/04/1401
1535,Moving the meter,جابه جایی کنتور,7/20/2022,29/04/1401
1536,name change,تغییر نام,7/20/2022,29/04/1401
1537,It is not possible to register a replacement request,عدم امکان ثبت درخواست تعویض,7/20/2022,29/04/1401
1538,Registration of exemption,ثبت معافیت,7/23/2022,01/05/1401
1539,Impossibility of creating a record,عدم امکان ایجاد سابقه,7/23/2022,01/05/1401
1540,Purchase confirmation request,درخواست تایید خرید,7/23/2022,01/05/1401
1541,Record error,خطای ثبت سابقه,7/23/2022,01/05/1401
1542,No change in the contractor,عدم تغییر در پیمانکار,7/23/2022,01/05/1401
1543,Phone error,خطای تلفن,7/24/2022,02/05/1401
1544,Application Number,شماره درخواست,7/24/2022,02/05/1401
1545,Unable to send to installation,عدم امکان ارسال به نصب,7/24/2022,02/05/1401
1546,Delete request,حذف درخواست,7/25/2022,03/05/1401
1547,Direct link,لینک ارسال مستقیم,7/25/2022,03/05/1401
1548,Direct purchase link,لینک خرید مستقیم,7/25/2022,03/05/1401
1549,Increment error,خطای افزایش,7/25/2022,03/05/1401
1550,Lack of meter inventory,عدم موجودی کنتور,7/25/2022,03/05/1401
1551,Representative registration,ثبت نماینده,7/25/2022,03/05/1401
1552,Collect request,جمع آوری درخواست,7/26/2022,04/05/1401
1553,Collect request,جمع آوری درخواست,7/26/2022,04/05/1401
1554,Unable to send to installation,عدم امکان ارسال به نصب,7/26/2022,04/05/1401
1555,Wrong national code,کد ملی اشتباه,7/26/2022,04/05/1401
1556,Company commitment applicant,متقاضی تعهد شرکت,7/26/2022,04/05/1401
1557,Change of representative,تغییر نماینده,7/26/2022,04/05/1401
1558,commission,کمیسون,7/26/2022,04/05/1401
1559,No meter,عدم وجود کنتور,7/26/2022,04/05/1401
1560,Cable assignment,اختصاص کابل,7/26/2022,04/05/1401
1561,Inventory of the district,موجودی ناحیه,7/27/2022,05/05/1401
1562,Failure to display the purchased meter,عدم نمایش کنتور خریداری شده,7/27/2022,05/05/1401
1563,Equipment price,قیمت تجهیزات,7/27/2022,05/05/1401
1564,Change the name of the branch,تغییر نام انشعاب,7/27/2022,05/05/1401
1565,Purchase of the meter by the applicant,خرید کنتور توسط متقاضی,7/27/2022,05/05/1401
1566,Failure to display the purchased meter,عدم نمایش کنتور خریداری شده,7/27/2022,05/05/1401
1567, Modify the receipt,اصلاح فیش ,7/27/2022,05/05/1401
1568,Approval of exemption,تایید معافیت,7/27/2022,05/05/1401
1569,It is not possible to register a replacement request,عدم امکان ثبت درخواست تعویض,7/30/2022,08/05/1401
1570,commission,کمیسون,7/30/2022,08/05/1401
1571,Purchase of the meter by the applicant,خرید کنتور توسط متقاضی,7/31/2022,09/05/1401
1572,name change,تغییر نام,7/31/2022,09/05/1401
1573,Collect request,جمع آوری درخواست,8/1/2022,10/05/1401
1574,Representative registration,ثبت نماینده,8/1/2022,10/05/1401
1575,Failure to register the national application code,عدم ثبت کد ملی درخواست,8/1/2022,10/05/1401
1576,Request power changes,تغییرات قدرت درخواست,8/1/2022,10/05/1401
1577,Branching fee collection,جمع آوری هزینه انشعاب,8/2/2022,11/05/1401
1578,Commission change,تغیییر کمیسیون,8/2/2022,11/05/1401
1579,Exemption from payment of branching fee,معافیت در پرداخت هزینه انشعاب,8/2/2022,11/05/1401
1580,Lack of meter inventory,عدم موجودی کنتور,8/2/2022,11/05/1401
1581,Reduction of amperage,کاهش آمپراژ,8/2/2022,11/05/1401
1582,It is not possible to register a replacement request,عدم امکان ثبت درخواست تعویض,8/2/2022,11/05/1401
1583,Approval of exemption,تایید معافیت,8/2/2022,11/05/1401
1584,Replacement of equipment,تعویض لوازم,8/2/2022,11/05/1401
1585,change phone,تغییر تلفن,8/3/2022,12/05/1401
1586,Record,ثبت,8/3/2022,12/05/1401
1587,change phone,تغییر تلفن,8/3/2022,12/05/1401
1588,Collect,جمع آوری,8/3/2022,12/05/1401
1589,Increment error,خطای افزایش,8/3/2022,12/05/1401
1590,Installation request,نصب درخواست,8/3/2022,12/05/1401
1591,Changes,تغییرات,8/9/2022,18/05/1401
1592,Change in request,تغییر در درخواست,8/9/2022,18/05/1401
1593,Commission,کمیسیون,8/9/2022,18/05/1401
1594,Commission,کمیسیون,8/9/2022,18/05/1401
1595,Rename request,تغییر نام درخواست,8/9/2022,18/05/1401
1596,Meter installation,نصب کنتور,8/9/2022,18/05/1401
1597,Direct link,لینک ارسال مستقیم,8/9/2022,18/05/1401
1598,displacement,جابه جایی,8/10/2022,19/05/1401
1599,Purchase confirmation request,درخواست تایید خرید,8/10/2022,19/05/1401
1600,Approval of meter exemption,تایید معافیت کنتور,8/10/2022,19/05/1401
1601,File request,بایگانی درخواست,8/10/2022,19/05/1401
1602,Inventory of the district,موجودی ناحیه,8/10/2022,19/05/1401
1603,Request error,خطا درخواست,8/10/2022,19/05/1401
1604,Error in national code,خطا در کد ملی,8/10/2022,19/05/1401
1605,Registration of exemption,ثبت معافیت,8/13/2022,22/05/1401
1606,Commission change,تغیییر کمیسیون,8/13/2022,22/05/1401
1607,Representative registration,ثبت نماینده,8/13/2022,22/05/1401
1608,Purchase confirmation request,درخواست تایید خرید,8/13/2022,22/05/1401
1609,Direct purchase link,لینک خرید مستقیم,8/13/2022,22/05/1401
1610,Record error,خطای ثبت سابقه,8/13/2022,22/05/1401
1611,No change in the contractor,عدم تغییر در پیمانکار,8/13/2022,22/05/1401
1612,Purchase of the meter by the applicant,خرید کنتور توسط متقاضی,8/13/2022,22/05/1401
1613,Registration of exemption,ثبت معافیت,8/14/2022,23/05/1401
1614,Purchased meter,کنتور خریداری شده,8/14/2022,23/05/1401
1615,Unable to send to installation,عدم امکان ارسال به نصب,8/14/2022,23/05/1401
1616,applying for,درخواست,8/14/2022,23/05/1401
1617,Cable assignment,اختصاص کابل,8/14/2022,23/05/1401
1618,Branching fee collection,جمع آوری هزینه انشعاب,8/14/2022,23/05/1401
1619,Change in request,تغییر در درخواست,8/14/2022,23/05/1401
1620,Delete request,حذف درخواست,8/15/2022,24/05/1401
1621,Increase amperage,افزایش آمپراژ,8/15/2022,24/05/1401
1622,Application Number,شماره درخواست,8/15/2022,24/05/1401
